in_rxnorm_cui,rxnorm_cui,name,tty,source,dose,unit,mme_factor
1819,1488632,Buprenorphine hydrochloride 1.3 MG/ML,SCDC,rxnav,1.3,mg/ml,NULL
1819,1488635,Animalgesics,BN,rxnav,,,NULL
1819,1488636,Buprenorphine hydrochloride 1.3 MG/ML [Animalgesics],SBDC,rxnav,1.3,mg/ml,NULL
5489,1488835,CHLORPHENIRAMINE POLISTIREX 8 MG / HYDROCODONE POLISTIREX 10 MG [TussiCaps],SBDC,rxnav,10,mg,1
5489,1488839,HYDROCODONE POLISTIREX 5 MG,SCDC,rxnav,5,mg,1
5489,1488841,CHLORPHENIRAMINE POLISTIREX 4 MG / HYDROCODONE POLISTIREX 5 MG [TussiCaps],SBDC,rxnav,5,mg,1
5489,1489775,CHLORPHENIRAMINE POLISTIREX 1.6 MG/ML / HYDROCODONE POLISTIREX 2 MG/ML [Tussionex],SBDC,rxnav,2,mg/ml,1
1841,1489987,Torbugesic,BN,rxnav,,,7
1841,1489988,Butorphanol 10 MG/ML [Torbugesic],SBDC,rxnav,10,mg/ml,7
7804,1491784,Xartemis,BN,rxnav,,,1.5
7804,1491785,Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Xartemis],SBDC,rxnav,7.5,mg,1.5
7804,1491787,Xartemis Oral Product,SBDG,rxnav,,,1.5
7804,1491788,Xartemis Pill,SBDG,rxnav,,,1.5
7804,1491831,Acetaminophen / Oxycodone Extended Release Oral Tablet,SCDF,rxnav,,,1.5
7804,1491832,12 HR Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Extended Release Oral Tablet,SCD,rxnav,7.5,mg,1.5
7804,1491833,Acetaminophen / Oxycodone Extended Release Oral Tablet [Xartemis],SBDF,rxnav,,,1.5
7804,1491834,12 HR Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Extended Release Oral Tablet [Xartemis],SBD,rxnav,7.5,mg,1.5
5489,1492670,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Lorcet],SBDC,rxnav,10,mg,1
5489,1492671,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lorcet],SBD,rxnav,10,mg,1
5489,1492672,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG [Lorcet],SBDC,rxnav,5,mg,1
5489,1492673,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lorcet],SBD,rxnav,5,mg,1
5489,1492674,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG [Lorcet],SBDC,rxnav,7.5,mg,1
5489,1492675,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lorcet],SBD,rxnav,7.5,mg,1
5489,1495471,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Lortab],SBDC,rxnav,10,mg,1
5489,1495472,Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lortab],SBD,rxnav,10,mg,1
5489,1495473,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG [Lortab],SBDC,rxnav,5,mg,1
5489,1495474,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lortab],SBD,rxnav,5,mg,1
5489,1495475,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG [Lortab],SBDC,rxnav,7.5,mg,1
5489,1495476,Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lortab],SBD,rxnav,7.5,mg,1
5489,1534298,Guaifenesin 10 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Phenylephrine Hydrochloride 1.5 MG/ML [Hydro GP],SBDC,rxnav,0.5,mg/ml,1
5489,1534385,Guaifenesin 20 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Su-Tuss HD],SBDC,rxnav,0.5,mg/ml,1
5489,1535979,Chlorpheniramine Maleate 0.5 MG/ML / Hydrocodone Bitartrate 0.65 MG/ML / Phenylephrine Hydrochloride 1.6 MG/ML Oral Solution,SCD,rxnav,0.65,mg/ml,1
2670,1536456,Acetaminophen / Codeine Effervescent Oral Tablet,SCDF,rxnav,,,0.15
2670,1536457,Acetaminophen 500 MG / Codeine Phosphate 8 MG Effervescent Oral Tablet,SCD,rxnav,8,mg,0.15
2670,1536459,Acetaminophen 500 MG / Codeine Phosphate 30 MG Effervescent Oral Tablet,SCD,rxnav,30,mg,0.15
7804,1537111,Primlev,BN,rxnav,,,1.5
7804,1537112,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG [Primlev],SBDC,rxnav,5,mg,1.5
7804,1537113,Acetaminophen / Oxycodone Oral Tablet [Primlev],SBDF,rxnav,,,1.5
7804,1537114,Primlev Oral Product,SBDG,rxnav,,,1.5
7804,1537115,Primlev Pill,SBDG,rxnav,,,1.5
7804,1537116,Acetaminophen 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Primlev],SBD,rxnav,5,mg,1.5
7804,1537119,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 MG [Primlev],SBDC,rxnav,10,mg,1.5
7804,1537120,Acetaminophen 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Primlev],SBD,rxnav,10,mg,1.5
7804,1537121,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG [Primlev],SBDC,rxnav,7.5,mg,1.5
7804,1537122,Acetaminophen 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Primlev],SBD,rxnav,7.5,mg,1.5
2670,1541630,Brompheniramine Maleate 0.8 MG/ML / Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
1819,1542386,Buprenorphine 2.1 MG,SCDC,rxnav,2.1,mg,NULL
1819,1542388,Buprenorphine / Naloxone Buccal Product,SCDG,rxnav,,,NULL
1819,1542389,Buprenorphine / Naloxone Buccal Film,SCDF,rxnav,,,NULL
1819,1542390,Buprenorphine 2.1 MG / Naloxone 0.3 MG Buccal Film,SCD,rxnav,2.1,mg,NULL
1819,1542391,Bunavail,BN,rxnav,,,NULL
1819,1542392,Buprenorphine 2.1 MG / Naloxone 0.3 MG [Bunavail],SBDC,rxnav,2.1,mg,NULL
1819,1542393,Buprenorphine / Naloxone Buccal Film [Bunavail],SBDF,rxnav,,,NULL
1819,1542394,Bunavail Buccal Product,SBDG,rxnav,,,NULL
1819,1542395,Bunavail Oral Product,SBDG,rxnav,,,NULL
1819,1542396,Buprenorphine 2.1 MG / Naloxone 0.3 MG Buccal Film [Bunavail],SBD,rxnav,2.1,mg,NULL
1819,1542518,Buprenorphine 6.3 MG,SCDC,rxnav,6.3,mg,NULL
5489,1542976,Verdrocet,BN,rxnav,,,1
5489,1542977,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG [Verdrocet],SBDC,rxnav,2.5,mg,1
5489,1542978,Acetaminophen / Hydrocodone Oral Tablet [Verdrocet],SBDF,rxnav,,,1
5489,1542979,Verdrocet Oral Product,SBDG,rxnav,,,1
5489,1542980,Verdrocet Pill,SBDG,rxnav,,,1
5489,1542981,Acetaminophen 325 MG / Hydrocodone Bitartrate 2.5 MG Oral Tablet [Verdrocet],SBD,rxnav,2.5,mg,1
5489,1542983,Xylon,BN,rxnav,,,1
5489,1542984,Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG [Xylon],SBDC,rxnav,10,mg,1
5489,1542985,Hydrocodone / Ibuprofen Oral Tablet [Xylon],SBDF,rxnav,,,1
5489,1542986,Xylon Oral Product,SBDG,rxnav,,,1
5489,1542987,Xylon Pill,SBDG,rxnav,,,1
5489,1542988,Hydrocodone Bitartrate 10 MG / Ibuprofen 200 MG Oral Tablet [Xylon],SBD,rxnav,10,mg,1
1819,1542996,Buprenorphine 0.0075 MG/HR,SCDC,rxnav,0.0075,mg/hr,NULL
1819,1542997,168 HR Buprenorphine 0.0075 MG/HR Transdermal System,SCD,rxnav,0.0075,mg/hr,NULL
1819,1542998,Buprenorphine 0.0075 MG/HR [BuTrans],SBDC,rxnav,0.0075,mg/hr,NULL
1819,1542999,168 HR Buprenorphine 0.0075 MG/HR Transdermal System [BuTrans],SBD,rxnav,0.0075,mg/hr,NULL
1819,1544849,Buprenorphine 4.2 MG,SCDC,rxnav,4.2,mg,NULL
1819,1544851,Buprenorphine 4.2 MG / Naloxone 0.7 MG Buccal Film,SCD,rxnav,4.2,mg,NULL
1819,1544852,Buprenorphine 4.2 MG / Naloxone 0.7 MG [Bunavail],SBDC,rxnav,4.2,mg,NULL
1819,1544853,Buprenorphine 4.2 MG / Naloxone 0.7 MG Buccal Film [Bunavail],SBD,rxnav,4.2,mg,NULL
1819,1544854,Buprenorphine 6.3 MG / Naloxone 1 MG Buccal Film,SCD,rxnav,6.3,mg,NULL
1819,1544855,Buprenorphine 6.3 MG / Naloxone 1 MG [Bunavail],SBDC,rxnav,6.3,mg,NULL
1819,1544856,Buprenorphine 6.3 MG / Naloxone 1 MG Buccal Film [Bunavail],SBD,rxnav,6.3,mg,NULL
7804,1545899,Naloxone / Oxycodone Oral Product,SCDG,rxnav,,,1.5
7804,1545900,Naloxone / Oxycodone Pill,SCDG,rxnav,,,1.5
7804,1545901,Naloxone / Oxycodone Extended Release Oral Tablet,SCDF,rxnav,,,1.5
7804,1545902,Naloxone / Oxycodone,MIN,rxnav,,,1.5
7804,1545903,12 HR Naloxone Hydrochloride 10 MG / Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet,SCD,rxnav,20,mg,1.5
7804,1545907,12 HR Naloxone Hydrochloride 20 MG / Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet,SCD,rxnav,40,mg,1.5
7804,1545910,12 HR Naloxone Hydrochloride 5 MG / Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet,SCD,rxnav,10,mg,1.5
2670,1545976,codeine anhydrous,PIN,rxnav,,,0.15
2670,1547606,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Lortuss EX],SBDC,rxnav,2,mg/ml,0.15
2670,1547607,Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Lortuss EX],SBD,rxnav,2,mg/ml,0.15
1819,1594649,Buprenorphine 1.8 MG/ML,SCDC,rxnav,1.8,mg/ml,NULL
1819,1594651,Simbadol,BN,rxnav,,,NULL
1819,1594652,Buprenorphine 1.8 MG/ML [Simbadol],SBDC,rxnav,1.8,mg/ml,NULL
2670,1595209,Ninjacof XG,BN,rxnav,,,0.15
2670,1595210,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML [Ninjacof XG],SBDC,rxnav,1.6,mg/ml,0.15
2670,1595211,Codeine / Guaifenesin Oral Solution [Ninjacof XG],SBDF,rxnav,,,0.15
2670,1595212,Ninjacof XG Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1595213,Ninjacof XG Oral Product,SBDG,rxnav,,,0.15
2670,1595214,Codeine Phosphate 1.6 MG/ML / Guaifenesin 40 MG/ML Oral Solution [Ninjacof XG],SBD,rxnav,1.6,mg/ml,0.15
5489,1595729,Hydrocodone Extended Release Oral Tablet,SCDF,rxnav,,,1
5489,1595730,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 20 MG Extended Release Oral Tablet,SCD,rxnav,20,mg,1
5489,1595731,Hysingla,BN,rxnav,,,1
5489,1595733,Hydrocodone Extended Release Oral Tablet [Hysingla],SBDF,rxnav,,,1
5489,1595734,Hysingla Oral Product,SBDG,rxnav,,,1
5489,1595735,Hysingla Pill,SBDG,rxnav,,,1
5489,1595736,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 20 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,20,mg,1
5489,1595740,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet,SCD,rxnav,30,mg,1
5489,1595742,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 30 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,30,mg,1
5489,1595746,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 40 MG Extended Release Oral Tablet,SCD,rxnav,40,mg,1
5489,1595748,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 40 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,40,mg,1
5489,1595752,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 60 MG Extended Release Oral Tablet,SCD,rxnav,60,mg,1
5489,1595754,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 60 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,60,mg,1
5489,1595758,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 80 MG Extended Release Oral Tablet,SCD,rxnav,80,mg,1
5489,1595760,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 80 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,80,mg,1
5489,1595764,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 100 MG Extended Release Oral Tablet,SCD,rxnav,100,mg,1
5489,1595766,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 100 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,100,mg,1
5489,1595770,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 120 MG Extended Release Oral Tablet,SCD,rxnav,120,mg,1
5489,1595772,Abuse-Deterrent 24 HR Hydrocodone Bitartrate 120 MG Extended Release Oral Tablet [Hysingla],SBD,rxnav,120,mg,1
23088,1596108,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule,SCD,rxnav,16,mg,0.25
23088,1597136,Acetaminophen 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Trezix],SBDC,rxnav,16,mg,0.25
1819,1597566,Buprenorphine 11.4 MG,SCDC,rxnav,11.4,mg,NULL
1819,1597568,Buprenorphine 11.4 MG / Naloxone 2.9 MG Sublingual Tablet,SCD,rxnav,11.4,mg,NULL
1819,1597569,Buprenorphine 11.4 MG / Naloxone 2.9 MG [Zubsolv],SBDC,rxnav,11.4,mg,NULL
1819,1597570,Buprenorphine 11.4 MG / Naloxone 2.9 MG Sublingual Tablet [Zubsolv],SBD,rxnav,11.4,mg,NULL
1819,1597571,Buprenorphine 8.6 MG,SCDC,rxnav,8.6,mg,NULL
1819,1597573,Buprenorphine 8.6 MG / Naloxone 2.1 MG Sublingual Tablet,SCD,rxnav,8.6,mg,NULL
1819,1597574,Buprenorphine 8.6 MG / Naloxone 2.1 MG [Zubsolv],SBDC,rxnav,8.6,mg,NULL
1819,1597575,Buprenorphine 8.6 MG / Naloxone 2.1 MG Sublingual Tablet [Zubsolv],SBD,rxnav,8.6,mg,NULL
5489,1598279,Obredon,BN,rxnav,,,1
5489,1598280,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML [Obredon],SBDC,rxnav,0.5,mg/ml,1
5489,1598281,Guaifenesin / Hydrocodone Oral Solution [Obredon],SBDF,rxnav,,,1
5489,1598282,Obredon Oral Liquid Product,SBDG,rxnav,,,1
5489,1598283,Obredon Oral Product,SBDG,rxnav,,,1
5489,1598284,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Obredon],SBD,rxnav,0.5,mg/ml,1
4337,1603494,Fentanyl 0.0375 MG/HR,SCDC,rxnav,0.0375,mg/hr,NULL
4337,1603495,72 HR Fentanyl 0.0375 MG/HR Transdermal System,SCD,rxnav,0.0375,mg/hr,NULL
4337,1603497,Fentanyl 0.0625 MG/HR,SCDC,rxnav,0.0625,mg/hr,NULL
4337,1603498,72 HR Fentanyl 0.0625 MG/HR Transdermal System,SCD,rxnav,0.0625,mg/hr,NULL
4337,1603500,Fentanyl 0.0875 MG/HR,SCDC,rxnav,0.0875,mg/hr,NULL
4337,1603501,72 HR Fentanyl 0.0875 MG/HR Transdermal System,SCD,rxnav,0.0875,mg/hr,NULL
5489,1650977,Flowtuss,BN,rxnav,,,1
5489,1650978,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML [Flowtuss],SBDC,rxnav,0.5,mg/ml,1
5489,1650979,Guaifenesin / Hydrocodone Oral Solution [Flowtuss],SBDF,rxnav,,,1
5489,1650980,Flowtuss Oral Liquid Product,SBDG,rxnav,,,1
5489,1650981,Flowtuss Oral Product,SBDG,rxnav,,,1
5489,1650982,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution [Flowtuss],SBD,rxnav,0.5,mg/ml,1
5489,1651558,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution,SCD,rxnav,0.5,mg/ml,1
5489,1651559,Hycofenix,BN,rxnav,,,1
5489,1651561,Guaifenesin / Hydrocodone / Pseudoephedrine Oral Solution [Hycofenix],SBDF,rxnav,,,1
5489,1651562,Hycofenix Oral Liquid Product,SBDG,rxnav,,,1
5489,1651563,Hycofenix Oral Product,SBDG,rxnav,,,1
5489,1651564,Guaifenesin 40 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Hycofenix],SBD,rxnav,0.5,mg/ml,1
2670,1652086,CODEINE POLISTIREX 4 MG/ML,SCDC,rxnav,4,mg/ml,0.15
2670,1652087,12 HR CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML Extended Release Suspension,SCD,rxnav,4,mg/ml,0.15
2670,1652088,Tuzistra,BN,rxnav,,,0.15
2670,1652089,CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML [Tuzistra],SBDC,rxnav,4,mg/ml,0.15
2670,1652090,Chlorpheniramine / Codeine Extended Release Suspension [Tuzistra],SBDF,rxnav,,,0.15
2670,1652091,Tuzistra Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1652092,Tuzistra Oral Product,SBDG,rxnav,,,0.15
2670,1652093,12 HR CHLORPHENIRAMINE POLISTIREX 0.8 MG/ML / CODEINE POLISTIREX 4 MG/ML Extended Release Suspension [Tuzistra],SBD,rxnav,4,mg/ml,0.15
4337,1652097,FENTANYL HYDROCHLORIDE,PIN,rxnav,,,NULL
2670,1652891,codeine phosphate anhydrous,PIN,rxnav,,,0.15
6754,1655057,Meperidine Hydrochloride 150 MG,SCDC,rxnav,150,mg,0.1
6754,1655058,Meperidine Hydrochloride 150 MG Oral Tablet,SCD,rxnav,150,mg,0.1
6754,1655059,Meperidine Hydrochloride 75 MG,SCDC,rxnav,75,mg,0.1
6754,1655060,Meperidine Hydrochloride 75 MG Oral Tablet,SCD,rxnav,75,mg,0.1
2670,1661315,Codeine / Phenylephrine / Triprolidine Oral Liquid Product,SCDG,rxnav,,,0.15
2670,1661316,Codeine / Phenylephrine / Triprolidine Oral Product,SCDG,rxnav,,,0.15
2670,1661317,Codeine / Phenylephrine / Triprolidine Oral Solution,SCDF,rxnav,,,0.15
2670,1661318,Codeine / Phenylephrine / Triprolidine,MIN,rxnav,,,0.15
2670,1661319,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML / Triprolidine Hydrochloride 0.5 MG/ML Oral Solution,SCD,rxnav,2,mg/ml,0.15
2670,1661320,Histex AC,BN,rxnav,,,0.15
2670,1661321,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML / Triprolidine Hydrochloride 0.5 MG/ML [Histex AC],SBDC,rxnav,2,mg/ml,0.15
2670,1661322,Codeine / Phenylephrine / Triprolidine Oral Solution [Histex AC],SBDF,rxnav,,,0.15
2670,1661323,Histex AC Oral Liquid Product,SBDG,rxnav,,,0.15
2670,1661324,Histex AC Oral Product,SBDG,rxnav,,,0.15
2670,1661325,Codeine Phosphate 2 MG/ML / Phenylephrine Hydrochloride 2 MG/ML / Triprolidine Hydrochloride 0.5 MG/ML Oral Solution [Histex AC],SBD,rxnav,2,mg/ml,0.15
7804,1664443,Oxaydo,BN,rxnav,,,1.5
7804,1664444,Oxycodone Hydrochloride 5 MG [Oxaydo],SBDC,rxnav,5,mg,1.5
7804,1664445,Oxycodone Oral Tablet [Oxaydo],SBDF,rxnav,,,1.5
7804,1664446,Oxaydo Oral Product,SBDG,rxnav,,,1.5
7804,1664447,Oxaydo Pill,SBDG,rxnav,,,1.5
7804,1664448,Oxycodone Hydrochloride 5 MG Oral Tablet [Oxaydo],SBD,rxnav,5,mg,1.5
2670,1664453,Codeine Phosphate 54.3 MG,SCDC,rxnav,54.3,mg,0.15
2670,1664542,Chlorpheniramine / Codeine Extended Release Oral Tablet,SCDF,rxnav,,,0.15
2670,1664543,12 HR Chlorpheniramine Maleate 8 MG / Codeine Phosphate 54.3 MG Extended Release Oral Tablet,SCD,rxnav,54.3,mg,0.15
7804,1664633,Oxycodone Hydrochloride 7.5 MG [Oxaydo],SBDC,rxnav,7.5,mg,1.5
7804,1664634,Oxycodone Hydrochloride 7.5 MG Oral Tablet [Oxaydo],SBD,rxnav,7.5,mg,1.5
1819,1666336,Buprenorphine 2.9 MG,SCDC,rxnav,2.9,mg,NULL
1819,1666338,Buprenorphine 2.9 MG / Naloxone 0.71 MG Sublingual Tablet,SCD,rxnav,2.9,mg,NULL
1819,1666384,Buprenorphine 2.9 MG / Naloxone 0.71 MG [Zubsolv],SBDC,rxnav,2.9,mg,NULL
1819,1666385,Buprenorphine 2.9 MG / Naloxone 0.71 MG Sublingual Tablet [Zubsolv],SBD,rxnav,2.9,mg,NULL
4337,1666831,80 ACTUAT Fentanyl 0.04 MG/ACTUAT Transdermal System,SCD,rxnav,0.04,mg,NULL
4337,1666832,Ionsys,BN,rxnav,,,NULL
4337,1666835,Ionsys Topical Product,SBDG,rxnav,,,NULL
4337,1666836,Ionsys Transdermal Product,SBDG,rxnav,,,NULL
4337,1666837,80 ACTUAT Fentanyl 0.04 MG/ACTUAT Transdermal System [Ionsys],SBD,rxnav,0.04,mg,NULL
1819,1716054,Buprenorphine 0.15 MG,SCDC,rxnav,0.15,mg,NULL
1819,1716055,Buprenorphine Buccal Product,SCDG,rxnav,,,NULL
1819,1716056,Buprenorphine Buccal Film,SCDF,rxnav,,,NULL
1819,1716057,Buprenorphine 0.15 MG Buccal Film,SCD,rxnav,0.15,mg,NULL
1819,1716058,Belbuca,BN,rxnav,,,NULL
1819,1716059,Buprenorphine 0.15 MG [Belbuca],SBDC,rxnav,0.15,mg,NULL
1819,1716060,Buprenorphine Buccal Film [Belbuca],SBDF,rxnav,,,NULL
1819,1716061,Belbuca Buccal Product,SBDG,rxnav,,,NULL
1819,1716062,Belbuca Oral Product,SBDG,rxnav,,,NULL
1819,1716063,Buprenorphine 0.15 MG Buccal Film [Belbuca],SBD,rxnav,0.15,mg,NULL
1819,1716064,Buprenorphine 0.3 MG,SCDC,rxnav,0.3,mg,NULL
1819,1716065,Buprenorphine 0.3 MG Buccal Film,SCD,rxnav,0.3,mg,NULL
1819,1716066,Buprenorphine 0.3 MG [Belbuca],SBDC,rxnav,0.3,mg,NULL
1819,1716067,Buprenorphine 0.3 MG Buccal Film [Belbuca],SBD,rxnav,0.3,mg,NULL
1819,1716068,Buprenorphine 0.45 MG,SCDC,rxnav,0.45,mg,NULL
1819,1716069,Buprenorphine 0.45 MG Buccal Film,SCD,rxnav,0.45,mg,NULL
1819,1716070,Buprenorphine 0.45 MG [Belbuca],SBDC,rxnav,0.45,mg,NULL
1819,1716071,Buprenorphine 0.45 MG Buccal Film [Belbuca],SBD,rxnav,0.45,mg,NULL
1819,1716072,Buprenorphine 0.6 MG,SCDC,rxnav,0.6,mg,NULL
1819,1716073,Buprenorphine 0.6 MG Buccal Film,SCD,rxnav,0.6,mg,NULL
1819,1716074,Buprenorphine 0.6 MG [Belbuca],SBDC,rxnav,0.6,mg,NULL
1819,1716075,Buprenorphine 0.6 MG Buccal Film [Belbuca],SBD,rxnav,0.6,mg,NULL
1819,1716076,Buprenorphine 0.075 MG,SCDC,rxnav,0.075,mg,NULL
1819,1716077,Buprenorphine 0.075 MG Buccal Film,SCD,rxnav,0.075,mg,NULL
1819,1716078,Buprenorphine 0.075 MG [Belbuca],SBDC,rxnav,0.075,mg,NULL
1819,1716079,Buprenorphine 0.075 MG Buccal Film [Belbuca],SBD,rxnav,0.075,mg,NULL
1819,1716080,Buprenorphine 0.75 MG,SCDC,rxnav,0.75,mg,NULL
1819,1716081,Buprenorphine 0.75 MG Buccal Film,SCD,rxnav,0.75,mg,NULL
1819,1716082,Buprenorphine 0.75 MG [Belbuca],SBDC,rxnav,0.75,mg,NULL
1819,1716083,Buprenorphine 0.75 MG Buccal Film [Belbuca],SBD,rxnav,0.75,mg,NULL
1819,1716084,Buprenorphine 0.9 MG,SCDC,rxnav,0.9,mg,NULL
1819,1716086,Buprenorphine 0.9 MG Buccal Film,SCD,rxnav,0.9,mg,NULL
1819,1716087,Buprenorphine 0.9 MG [Belbuca],SBDC,rxnav,0.9,mg,NULL
1819,1716090,Buprenorphine 0.9 MG Buccal Film [Belbuca],SBD,rxnav,0.9,mg,NULL
4337,1729319,Fentanyl 0.3 MG/ACTUAT,SCDC,rxnav,0.3,mg,NULL
4337,1729320,Fentanyl 0.3 MG/ACTUAT Nasal Spray,SCD,rxnav,0.3,mg,NULL
4337,1729321,Fentanyl 0.3 MG/ACTUAT [Lazanda],SBDC,rxnav,0.3,mg,NULL
4337,1729322,Fentanyl 0.3 MG/ACTUAT Nasal Spray [Lazanda],SBD,rxnav,0.3,mg,NULL
73032,1729576,remifentanil 1 MG,SCDC,rxnav,1,mg,NULL
73032,1729579,remifentanil 1 MG [Ultiva],SBDC,rxnav,1,mg,NULL
73032,1729583,remifentanil 2 MG,SCDC,rxnav,2,mg,NULL
73032,1729585,remifentanil 2 MG [Ultiva],SBDC,rxnav,2,mg,NULL
73032,1729709,remifentanil 5 MG,SCDC,rxnav,5,mg,NULL
73032,1729711,remifentanil 5 MG [Ultiva],SBDC,rxnav,5,mg,NULL
4337,1740007,{2 (Fentanyl 0.6 MG/ACTUAT Mucosal Spray) } Pack,GPCK,rxnav,0.6,mg,NULL
4337,1740008,{2 (Fentanyl 0.6 MG/ACTUAT Mucosal Spray [Subsys]) } Pack [Subsys 1200 MCG],BPCK,rxnav,0.6,mg,NULL
4337,1740009,{2 (Fentanyl 0.8 MG/ACTUAT Mucosal Spray) } Pack,GPCK,rxnav,0.8,mg,NULL
4337,1740010,{2 (Fentanyl 0.8 MG/ACTUAT Mucosal Spray [Subsys]) } Pack [Subsys 1600 MCG],BPCK,rxnav,0.8,mg,NULL
7052,1745876,Morphabond,BN,rxnav,,,1
7052,1745877,Morphine Sulfate 15 MG [Morphabond],SBDC,rxnav,15,mg,1
7052,1745878,Morphine Extended Release Oral Tablet [Morphabond],SBDF,rxnav,,,1
7052,1745879,Morphabond Oral Product,SBDG,rxnav,,,1
7052,1745880,Morphabond Pill,SBDG,rxnav,,,1
7052,1745881,Abuse-Deterrent 12 HR Morphine Sulfate 15 MG Extended Release Oral Tablet [Morphabond],SBD,rxnav,15,mg,1
7052,1745885,Morphine Sulfate 100 MG [Morphabond],SBDC,rxnav,100,mg,1
7052,1745886,Abuse-Deterrent 12 HR Morphine Sulfate 100 MG Extended Release Oral Tablet [Morphabond],SBD,rxnav,100,mg,1
7052,1745888,Morphine Sulfate 30 MG [Morphabond],SBDC,rxnav,30,mg,1
7052,1745889,Abuse-Deterrent 12 HR Morphine Sulfate 30 MG Extended Release Oral Tablet [Morphabond],SBD,rxnav,30,mg,1
